customer_age,age_group,gender,income_category,income_inr,income_group,credit_limit,total_trans_amt,total_trans_count,avg_trans_value,spending_level
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,2585,45,57.44444444,High
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3034,4172,66,63.21212121,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4692,91,51.56043956,High
50,46 - 55,F,Unknown,Unknown,Unknown,2611,4232,80,52.9,High
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2222,3960,79,50.12658228,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,3328,2196,47,46.72340426,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2440,1533,42,36.5,Medium
54,46 - 55,F,Unknown,Unknown,Unknown,9723,4043,76,53.19736842,High
60,55+,F,Less than $40K,<Rs33L,Low Income,2346,4592,90,51.02222222,High
51,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,26142,3969,78,50.88461538,High
39,36 - 45,F,Unknown,Unknown,Unknown,12405,3151,39,80.79487179,High
47,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,17655,3692,79,46.73417722,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,4941,3822,50,76.44,High
30,26 - 35,F,Less than $40K,<Rs33L,Low Income,1644,2533,44,57.56818182,High
34,26 - 35,F,Unknown,Unknown,Unknown,3095,3901,77,50.66233766,High
60,55+,F,Less than $40K,<Rs33L,Low Income,3828,4470,58,77.06896552,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2182,5377,86,62.52325581,High
51,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,13906,3856,68,56.70588235,High
50,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,10588,4623,84,55.03571429,High
32,26 - 35,F,Less than $40K,<Rs33L,Low Income,2973,3769,78,48.32051282,High
50,46 - 55,F,Unknown,Unknown,Unknown,4045,2438,41,59.46341463,High
40,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2165,3672,64,57.375,High
34,26 - 35,F,Less than $40K,<Rs33L,Low Income,5845,2308,35,65.94285714,High
50,46 - 55,M,$120K +,Rs1Cr +,High Income,15341,2916,65,44.86153846,High
45,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3035,4275,67,63.80597015,High
45,36 - 45,F,Unknown,Unknown,Unknown,1986,4303,59,72.93220339,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,4602,3520,66,53.33333333,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2689,1941,53,36.62264151,Medium
65,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,9383,5783,73,79.21917808,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4422,59,74.94915254,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,1443,2092,38,55.05263158,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,2847,3672,59,62.23728814,High
44,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,15638,4396,83,52.96385542,High
43,36 - 45,M,$120K +,Rs1Cr +,High Income,10700,4054,68,59.61764706,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,1944,36,54,Medium
50,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1694,2349,42,55.92857143,High
53,46 - 55,F,Unknown,Unknown,Unknown,7939,2269,42,54.02380952,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2555,4193,79,53.07594937,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2850,4320,85,50.82352941,High
59,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,8973,4699,72,65.26388889,High
58,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,6960,3112,79,39.39240506,High
60,55+,F,Less than $40K,<Rs33L,Low Income,4167,5039,85,59.28235294,High
49,46 - 55,F,Unknown,Unknown,Unknown,5099,3819,82,46.57317073,High
42,36 - 45,F,Unknown,Unknown,Unknown,2782,4669,93,50.20430108,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1480,5245,80,65.5625,High
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5070,3651,76,48.03947368,High
52,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2757,3992,76,52.52631579,High
54,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5774,4444,70,63.48571429,High
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,6054,3998,80,49.975,High
57,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,19090,4712,88,53.54545455,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2069,4117,70,58.81428571,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2447,4784,75,63.78666667,High
56,55+,F,Less than $40K,<Rs33L,Low Income,3022,4390,82,53.53658537,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,4473,4047,56,72.26785714,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,5267,4196,81,51.80246914,High
37,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7199,4552,100,45.52,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4497,79,56.92405063,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,3245,1977,29,68.17241379,Medium
47,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3888,4377,88,49.73863636,High
45,36 - 45,F,Unknown,Unknown,Unknown,14728,4660,85,54.82352941,High
38,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,1986,52,38.19230769,Medium
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,11272,1455,34,42.79411765,Medium
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,2705,4265,87,49.02298851,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,12270,4578,67,68.32835821,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,3006,5177,66,78.43939394,High
39,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,7901,3667,66,55.56060606,High
38,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5983,4141,65,63.70769231,High
64,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,7362,4065,65,62.53846154,High
55,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3046,3153,57,55.31578947,High
50,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,4054,75,54.05333333,High
55,46 - 55,F,Unknown,Unknown,Unknown,12972,2238,36,62.16666667,High
44,36 - 45,F,Unknown,Unknown,Unknown,17785,3890,72,54.02777778,High
55,46 - 55,M,$120K +,Rs1Cr +,High Income,3029,2394,50,47.88,High
58,55+,M,Unknown,Unknown,Unknown,9097,4174,85,49.10588235,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4488,84,53.42857143,High
58,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2375,4769,80,59.6125,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,8109,1835,43,42.6744186,Medium
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2618,4198,68,61.73529412,High
42,36 - 45,F,Unknown,Unknown,Unknown,3549,3921,63,62.23809524,High
45,36 - 45,M,Less than $40K,<Rs33L,Low Income,2718,3542,59,60.03389831,High
60,55+,F,Less than $40K,<Rs33L,Low Income,2230,4929,61,80.80327869,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,3802,2165,36,60.13888889,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,2736,4078,85,47.97647059,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,2258,4368,75,58.24,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,2492,35,71.2,High
65,55+,M,Less than $40K,<Rs33L,Low Income,2954,1909,28,68.17857143,Medium
50,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11882,3291,62,53.08064516,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4205,88,47.78409091,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4093,73,56.06849315,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2778,4515,74,61.01351351,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2474,4884,80,61.05,High
54,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5632,3557,64,55.578125,High
49,46 - 55,F,Unknown,Unknown,Unknown,11025,1902,28,67.92857143,Medium
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2642,4780,88,54.31818182,High
43,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,30357,4435,68,65.22058824,High
57,55+,F,Less than $40K,<Rs33L,Low Income,2201,4256,70,60.8,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2002,2423,39,62.12820513,High
43,36 - 45,F,Unknown,Unknown,Unknown,8777,4551,83,54.8313253,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2575,2423,43,56.34883721,High
43,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,5182,5235,92,56.90217391,High
49,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3783,4383,82,53.45121951,High
51,46 - 55,M,$120K +,Rs1Cr +,High Income,34516,3847,74,51.98648649,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,1515,3894,60,64.9,High
56,55+,F,Less than $40K,<Rs33L,Low Income,2865,3441,66,52.13636364,High
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2711,4795,65,73.76923077,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2341,3406,57,59.75438596,High
51,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,13287,3851,75,51.34666667,High
33,26 - 35,F,Less than $40K,<Rs33L,Low Income,1438.3,4530,72,62.91666667,High
41,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,1639,2242,44,50.95454545,High
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5668,3382,56,60.39285714,High
55,46 - 55,M,$120K +,Rs1Cr +,High Income,24542,984,24,41,Low
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,1959,4275,61,70.08196721,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,1838,2461,47,52.36170213,High
36,36 - 45,F,Less than $40K,<Rs33L,Low Income,3111,2367,41,57.73170732,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,3927,4230,93,45.48387097,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,4345,4770,62,76.93548387,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,3003,4378,96,45.60416667,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,2294,40,57.35,High
58,55+,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2541,4552,82,55.51219512,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2422,2437,44,55.38636364,High
56,55+,F,Less than $40K,<Rs33L,Low Income,1440,2141,40,53.525,High
58,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,26108,3677,70,52.52857143,High
29,26 - 35,F,Less than $40K,<Rs33L,Low Income,2516,2321,36,64.47222222,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3646,1969,38,51.81578947,Medium
61,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2214,4478,77,58.15584416,High
51,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,11862,4101,88,46.60227273,High
44,36 - 45,F,Unknown,Unknown,Unknown,8729,5347,96,55.69791667,High
35,26 - 35,F,Unknown,Unknown,Unknown,2423,4651,69,67.4057971,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,4073,2059,43,47.88372093,High
26,26 - 35,M,Less than $40K,<Rs33L,Low Income,9916,3477,65,53.49230769,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4222,65,64.95384615,High
38,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,6452,4835,84,57.55952381,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,1952,2452,44,55.72727273,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4803,64,75.046875,High
53,46 - 55,F,Unknown,Unknown,Unknown,4500,4579,78,58.70512821,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2252,4201,68,61.77941176,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,2370,4000,79,50.63291139,High
56,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2610,4127,69,59.8115942,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2294,3904,76,51.36842105,High
51,46 - 55,F,Unknown,Unknown,Unknown,5062,4243,102,41.59803922,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2415,3970,68,58.38235294,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,2918,3818,61,62.59016393,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2708,4812,83,57.97590361,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,3666,4735,84,56.36904762,High
36,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4591,74,62.04054054,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,1587,42,37.78571429,Medium
39,36 - 45,F,Unknown,Unknown,Unknown,2809,2466,40,61.65,High
46,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,26303,3586,67,53.52238806,High
56,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,15982,4503,80,56.2875,High
40,36 - 45,F,Unknown,Unknown,Unknown,25060,3749,61,61.45901639,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1545,4477,62,72.20967742,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4469,85,52.57647059,High
43,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4112,4446,75,59.28,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,1451,3866,72,53.69444444,High
49,46 - 55,F,Unknown,Unknown,Unknown,16424,4025,79,50.94936709,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,2340,4751,83,57.24096386,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,1926,4385,71,61.76056338,High
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,2954,2433,29,83.89655172,High
36,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1848,2775,33,84.09090909,High
47,46 - 55,F,Unknown,Unknown,Unknown,1634,4397,72,61.06944444,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,4328,3421,61,56.08196721,High
51,46 - 55,F,Less than $40K,<Rs33L,Low Income,2943,4554,75,60.72,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2611,4899,68,72.04411765,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2419,3888,63,61.71428571,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,5481,3380,73,46.30136986,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2129,3655,70,52.21428571,High
40,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,9026,2229,37,60.24324324,High
48,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,1761,4410,73,60.4109589,High
60,55+,M,Less than $40K,<Rs33L,Low Income,3316,1684,19,88.63157895,Medium
50,46 - 55,F,Unknown,Unknown,Unknown,1970,2493,44,56.65909091,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,1438.3,4200,86,48.8372093,High
35,26 - 35,F,Unknown,Unknown,Unknown,2278,5101,76,67.11842105,High
65,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,13364,4548,54,84.22222222,High
52,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2801,4926,90,54.73333333,High
44,36 - 45,M,Unknown,Unknown,Unknown,28292,3948,60,65.8,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2933,5089,71,71.67605634,High
45,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,21630,4584,84,54.57142857,High
56,55+,F,Less than $40K,<Rs33L,Low Income,3132,4412,73,60.43835616,High
50,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2961,4056,92,44.08695652,High
52,46 - 55,F,Unknown,Unknown,Unknown,4173,2554,47,54.34042553,High
37,36 - 45,F,Unknown,Unknown,Unknown,2458,4627,90,51.41111111,High
44,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,12229,4284,75,57.12,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2272,4614,75,61.52,High
42,36 - 45,M,$120K +,Rs1Cr +,High Income,6953,3700,80,46.25,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1792,4120,78,52.82051282,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2765,4990,80,62.375,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2895,2473,42,58.88095238,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,6904,3485,84,41.48809524,High
39,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,2220,2859,55,51.98181818,High
48,46 - 55,F,Less than $40K,<Rs33L,Low Income,1495,3878,63,61.55555556,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2541,4698,88,53.38636364,High
34,26 - 35,F,Unknown,Unknown,Unknown,7531,3833,71,53.98591549,High
47,46 - 55,F,Unknown,Unknown,Unknown,8644,4272,59,72.40677966,High
43,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1531,4152,77,53.92207792,High
50,46 - 55,F,Less than $40K,<Rs33L,Low Income,2884,4486,93,48.23655914,High
55,46 - 55,F,Unknown,Unknown,Unknown,10241,2513,47,53.46808511,High
50,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,4182,4693,82,57.23170732,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,3101,2512,37,67.89189189,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,4542,4011,70,57.3,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,3372,4209,72,58.45833333,High
40,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,3099,3622,75,48.29333333,High
41,36 - 45,F,Unknown,Unknown,Unknown,2416,4163,73,57.02739726,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,5299,4509,79,57.07594937,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,2138,4785,85,56.29411765,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,1850,2613,41,63.73170732,High
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3585,4806,81,59.33333333,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2690,4567,81,56.38271605,High
62,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,29100,5041,74,68.12162162,High
59,55+,M,$40K - $60K,Rs33L - Rs50L,Low Income,2699,2599,43,60.44186047,High
41,36 - 45,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,8376,4142,67,61.82089552,High
50,46 - 55,M,$40K - $60K,Rs33L - Rs50L,Low Income,13509,3702,64,57.84375,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,2396,4593,74,62.06756757,High
50,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,18964,3835,78,49.16666667,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2114,4518,88,51.34090909,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1623,4423,65,68.04615385,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2579,4300,69,62.31884058,High
41,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5045,2042,40,51.05,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2089,2707,51,53.07843137,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2866,4615,72,64.09722222,High
49,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,9738,4816,49,98.28571429,High
55,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,4370,4326,74,58.45945946,High
58,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,3355,4578,84,54.5,High
43,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,5070,4193,67,62.58208955,High
35,26 - 35,F,Less than $40K,<Rs33L,Low Income,2572,4315,85,50.76470588,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2016,4379,78,56.14102564,High
55,46 - 55,F,Less than $40K,<Rs33L,Low Income,3552,2665,36,74.02777778,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2325,2306,47,49.06382979,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,2533,3197,50,63.94,High
48,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3871,5480,58,94.48275862,High
32,26 - 35,F,Less than $40K,<Rs33L,Low Income,3983,3098,46,67.34782609,High
61,55+,F,Unknown,Unknown,Unknown,2035,4802,85,56.49411765,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1773,4087,74,55.22972973,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2029,4014,86,46.6744186,High
45,36 - 45,M,$120K +,Rs1Cr +,High Income,15490,2429,50,48.58,High
56,55+,F,$40K - $60K,Rs33L - Rs50L,Low Income,2941,5000,87,57.47126437,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2314,4678,74,63.21621622,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,4212,2725,41,66.46341463,High
57,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,6248,4664,60,77.73333333,High
40,36 - 45,M,$40K - $60K,Rs33L - Rs50L,Low Income,2430,4344,75,57.92,High
48,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,5543,5266,79,66.65822785,High
42,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2470,4384,82,53.46341463,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3255,4045,62,65.24193548,High
44,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1691,2345,33,71.06060606,High
43,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,18229,2060,39,52.82051282,High
48,46 - 55,F,Unknown,Unknown,Unknown,2827,4583,72,63.65277778,High
43,36 - 45,F,Less than $40K,<Rs33L,Low Income,2351,4278,71,60.25352113,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,4202,4385,78,56.21794872,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,4712,4216,82,51.41463415,High
53,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,2611,2955,56,52.76785714,High
38,36 - 45,F,Less than $40K,<Rs33L,Low Income,3206,3852,65,59.26153846,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,5245,3648,74,49.2972973,High
39,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,2583,4162,87,47.83908046,High
59,55+,F,Unknown,Unknown,Unknown,1438.3,4222,75,56.29333333,High
40,36 - 45,M,$120K +,Rs1Cr +,High Income,7464,4348,62,70.12903226,High
54,46 - 55,F,Unknown,Unknown,Unknown,4928,4767,90,52.96666667,High
46,46 - 55,F,Less than $40K,<Rs33L,Low Income,9863,3068,58,52.89655172,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,5024,4908,73,67.23287671,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,4287,80,53.5875,High
44,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1452,2287,42,54.45238095,High
50,46 - 55,F,Unknown,Unknown,Unknown,3317,4264,75,56.85333333,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,1438.3,2336,46,50.7826087,High
37,36 - 45,F,Less than $40K,<Rs33L,Low Income,2448,4087,81,50.45679012,High
49,46 - 55,F,Less than $40K,<Rs33L,Low Income,1546,4496,83,54.1686747,High
36,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,2013,2425,50,48.5,High
53,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2293,4436,74,59.94594595,High
52,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1438.3,4791,82,58.42682927,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,2819,2128,39,54.56410256,High
37,36 - 45,M,$60K - $80K,Rs50L - Rs66L,Mid Income,1702,4301,86,50.01162791,High
52,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1611,4087,86,47.52325581,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,1438.3,4348,79,55.03797468,High
39,36 - 45,F,Less than $40K,<Rs33L,Low Income,2863,4985,90,55.38888889,High
39,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,3272,4763,86,55.38372093,High
42,36 - 45,F,Less than $40K,<Rs33L,Low Income,2677,3911,76,51.46052632,High
40,36 - 45,F,Less than $40K,<Rs33L,Low Income,2708,4277,90,47.52222222,High
41,36 - 45,F,Less than $40K,<Rs33L,Low Income,1738,4220,68,62.05882353,High
46,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,6145,4893,93,52.61290323,High
45,36 - 45,F,Less than $40K,<Rs33L,Low Income,1640,4597,77,59.7012987,High
38,36 - 45,F,Unknown,Unknown,Unknown,2348,5125,71,72.18309859,High
53,46 - 55,F,Less than $40K,<Rs33L,Low Income,1657,4068,73,55.7260274,High
37,36 - 45,F,Unknown,Unknown,Unknown,4554,4816,81,59.45679012,High
52,46 - 55,M,$120K +,Rs1Cr +,High Income,5119,5146,88,58.47727273,High
39,36 - 45,F,Unknown,Unknown,Unknown,10600,4586,81,56.61728395,High
49,46 - 55,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,20769,1835,43,42.6744186,Medium
50,46 - 55,M,$120K +,Rs1Cr +,High Income,7116,4748,85,55.85882353,High
51,46 - 55,F,Unknown,Unknown,Unknown,2420,4348,86,50.55813953,High
54,46 - 55,F,Less than $40K,<Rs33L,Low Income,2082,4383,75,58.44,High
44,36 - 45,F,Less than $40K,<Rs33L,Low Income,2718,4423,68,65.04411765,High
50,46 - 55,M,$60K - $80K,Rs50L - Rs66L,Mid Income,5626,4957,84,59.01190476,High
49,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,2920,2306,39,59.12820513,High
59,55+,M,$80K - $120K,Rs66L - Rs1Cr,Mid Income,6526,2331,45,51.8,High
37,36 - 45,F,$40K - $60K,Rs33L - Rs50L,Low Income,1793,2374,40,59.35,High
47,46 - 55,F,Less than $40K,<Rs33L,Low Income,2798,4255,64,66.484375,High
52,46 - 55,F,Less than $40K,<Rs33L,Low Income,2427,3857,69,55.89855072,High
55,46 - 55,F,$40K - $60K,Rs33L - Rs50L,Low Income,3011,4439,75,59.18666667,High
